,condition,Average degree,Sparseness,Shortest path,Total triples,Average population,Ratio claims to triples,Ratio perspectives to claims,Ratio conflicts to claims
0,Sparseness,14.019135458994601,0.0009665309944895957,3.1323731499990366,39947.5,194.2450980392157,0.0023530723109759233,0.9893604980192416,0.0
