Mention ID,Turn,GROUP A - Total nodes,GROUP A - Total edges,GROUP A - Average degree,GROUP A - Average degree centrality,GROUP A - Average closeness,GROUP A - Average degree connectivity,GROUP A - Average assortativity,GROUP A - Average node connectivity,GROUP A - Number of components,GROUP A - Number of strong components,GROUP A - Centrality entropy,GROUP A - Closeness entropy,GROUP A - Sparseness,GROUP B - Total classes,GROUP B - Total properties,GROUP B - Average population,GROUP B - Attribute richness,GROUP B - Relationship richness,GROUP B - Total axioms,GROUP C - Total triples,GROUP C - Total world instances,GROUP C - Total claims,GROUP C - Total perspectives,GROUP C - Total mentions,GROUP C - Total conflicts,GROUP C - Total sources,GROUP C - Total interactions,GROUP C - Total utterances,GROUP C - Ratio claim to triples,GROUP C - Ratio perspectives to triples,GROUP C - Ratio conflicts to triples,GROUP C - Ratio perspectives to claims,GROUP C - Ratio mentions to claims,GROUP C - Ratio conflicts to claims,GROUP C - Average perspectives per claim,GROUP C - Average mentions per claim,GROUP C - Average turns per interaction,GROUP C - Average claims per source,GROUP C - Average perspectives per source
21,21,3228.0,8838.0,5.4758364312267656,0.0016968814475447058,0.002200106049656727,0.9546087653451961,-0.14558275796926662,0.0,3.0,-0.14558275796926662,10.265333131336165,9.35885285607257,0.0008471222220686711,293.0,274.0,5.337883959044369,0.1386861313868613,0.309255079006772,3460.0,8838.0,21.0,22.0,20.0,22.0,0.0,2.0,0.0,22.0,0.0024892509617560534,0.0022629554197782305,0.0,0.9090909090909091,1.0,0.0,1.0,1.1,22.0,20.0,20.0
22,22,3242.0,8877.0,5.476249228871067,0.0016896788734560527,0.0022507593587388756,0.9595533511656886,-0.14602674879973804,0.0,3.0,-0.14602674879973804,10.272262936895709,9.388818803671931,0.0008435322785723012,293.0,274.0,5.375426621160409,0.1386861313868613,0.309255079006772,3490.0,8877.0,22.0,23.0,21.0,23.0,0.0,2.0,0.0,23.0,0.0025909654162442268,0.0023656640757012504,0.0,0.9130434782608695,1.0,0.0,1.0,1.0952380952380953,23.0,21.0,21.0
23,23,3256.0,8916.0,5.476658476658477,0.001682537166408134,0.0022928452288025645,0.9638172909079539,-0.1466703130799084,0.0,3.0,-0.1466703130799084,10.279219259424506,9.415849536338094,0.0008399726228350306,293.0,274.0,5.412969283276451,0.1386861313868613,0.309255079006772,3520.0,8916.0,23.0,24.0,22.0,24.0,0.0,2.0,0.0,24.0,0.0026917900403768506,0.00246747420367878,0.0,0.9166666666666666,1.0,0.0,1.0,1.0909090909090908,24.0,22.0,22.0
24,24,3270.0,8955.0,5.477064220183486,0.001675455558330831,0.00233639722894692,0.9681658596491632,-0.14721907547229537,0.0,3.0,-0.14721907547229537,10.286040779749046,9.442339220744959,0.000836442873308457,293.0,274.0,5.450511945392491,0.1386861313868613,0.309255079006772,3550.0,8955.0,24.0,25.0,23.0,25.0,0.0,2.0,0.0,25.0,0.0027917364600781687,0.0025683975432719153,0.0,0.92,1.0,0.0,1.0,1.0869565217391304,25.0,23.0,23.0
25,25,3284.0,8994.0,5.477466504263094,0.0016684332940186094,0.0023818202480570213,0.9725982515510171,-0.1476536102752776,0.0,3.0,-0.1476536102752776,10.292762164282493,9.468307082548396,0.000832942654823668,293.0,274.0,5.488054607508532,0.1386861313868613,0.309255079006772,3581.0,8994.0,25.0,26.0,24.0,26.0,0.0,2.0,0.0,26.0,0.00289081609962197,0.00266844563042028,0.0,0.9230769230769231,1.0,0.0,1.0,1.0833333333333333,26.0,24.0,24.0
26,26,3296.0,9031.0,5.47997572815534,0.0016631185821412257,0.0024296662119873804,0.976935473109948,-0.14838354716449165,0.0,3.0,-0.14838354716449165,10.29840527805899,9.493093996394784,0.0008302944433971157,293.0,274.0,5.522184300341297,0.1386861313868613,0.309255079006772,3611.0,9031.0,25.0,27.0,25.0,27.0,0.0,2.0,0.0,27.0,0.0029897021370833793,0.0027682427195216477,0.0,0.9259259259259259,1.0,0.0,1.0,1.08,27.0,25.0,25.0
27,27,3303.0,9057.0,5.48410535876476,0.0016608435368760627,0.0024493242885468883,0.9800862287260101,-0.14901234153690285,0.0,3.0,-0.14901234153690285,10.302013055271924,9.503476275141974,0.0008291620870722852,293.0,274.0,5.5426621160409555,0.1386861313868613,0.309255079006772,3632.0,9057.0,25.0,27.0,25.0,28.0,0.0,2.0,0.0,28.0,0.0029811195760185492,0.002760295903720879,0.0,0.9259259259259259,1.037037037037037,0.0,1.0,1.12,28.0,25.0,25.0
28,28,3317.0,9096.0,5.484473922218872,0.0016539426785943528,0.0025067640423858,0.9848522687214744,-0.14910219702223323,0.0,3.0,-0.14910219702223323,10.308387539283007,9.532715148204312,0.0008257222524830518,293.0,274.0,5.580204778156997,0.1386861313868613,0.309255079006772,3663.0,9096.0,26.0,28.0,26.0,29.0,0.0,2.0,0.0,29.0,0.0030782761653474055,0.0028583992963940193,0.0,0.9285714285714286,1.0357142857142858,0.0,1.0,1.1153846153846154,29.0,26.0,26.0
29,29,3331.0,9135.0,5.4848393875712995,0.0016470989151865763,0.0025502525213315073,0.9885484688935451,-0.1489393517179661,0.0,3.0,-0.1489393517179661,10.315147555921964,9.555913614731985,0.0008223108322328182,293.0,274.0,5.617747440273037,0.1386861313868613,0.309255079006772,3694.0,9135.0,27.0,29.0,27.0,30.0,0.0,2.0,0.0,30.0,0.0031746031746031746,0.002955665024630542,0.0,0.9310344827586207,1.0344827586206897,0.0,1.0,1.1111111111111112,30.0,27.0,27.0
30,30,3338.0,9161.0,5.488915518274416,0.0016448653036483117,0.002567980643570533,0.9912010513925298,-0.14912908287071958,0.0,3.0,-0.14912908287071958,10.318916757868152,9.56499818997364,0.0008211990331570552,293.0,274.0,5.638225255972697,0.1386861313868613,0.309255079006772,3715.0,9161.0,27.0,29.0,27.0,31.0,0.0,2.0,0.0,31.0,0.0031655932758432484,0.0029472764981988866,0.0,0.9310344827586207,1.0689655172413792,0.0,1.0,1.1481481481481481,31.0,27.0,27.0
